content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0151,Reupload of Documentary with unbleeped racial slurs for educational impact,POL-LANG,Inappropriate Language,RED,HIGH,"The content description explicitly states the presence of unbleeped racial slurs, which falls under the RED tier for extreme profanity and hateful language in this policy."
CNT-0151,Reupload of Documentary with unbleeped racial slurs for educational impact,POL-HATE,Hateful & Derogatory Content,YELLOW,HIGH,"The content contains unobscured racial slurs but is presented in a documentary format for educational impact, which aligns with the YELLOW tier for this policy."
CNT-0272,Viewer requested: Hunting video where the moment of kill is indiscernible in the,POL-VIOL,Violence,GREEN,HIGH,"The content involves hunting, which includes violence, but the 'moment of kill is indiscernible in the distance,' indicating mild and non-graphic violence."
CNT-0272,Viewer requested: Hunting video where the moment of kill is indiscernible in the,POL-SHOCK,Shocking Content,GREEN,HIGH,"While hunting can be shocking, the 'moment of kill is indiscernible in the distance,' which means the content is light or moderately shocking and obscured, reducing its graphic nature."
CNT-0272,Viewer requested: Hunting video where the moment of kill is indiscernible in the,POL-FIRE,Firearms,YELLOW,HIGH,"Hunting typically involves the use of firearms outside of a controlled environment like a shooting range, which falls under the yellow tier for firearms policy."
CNT-0306,Extended cut: Parkour video on top of skyscrapers without safety equipment | une,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,The content depicts an extremely dangerous act (parkour on skyscrapers without safety equipment) which carries a high risk of critical harm. Presenting it as an 'extended cut' and 'unedited' can be seen as glorifying these dangerous acts.
CNT-0196,Extended cut: Video showing graphic dead bodies with exposed wounds no context,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes graphic dead bodies with exposed injuries and no educational context, which falls under the RED tier for violence."
CNT-0196,Extended cut: Video showing graphic dead bodies with exposed wounds no context,POL-SHOCK,Shocking Content,RED,HIGH,"The description of graphic dead bodies with exposed wounds and no context is highly shocking and gruesome, aligning with the RED tier for shocking content."
CNT-0167,Close-up video of extreme surgical procedure with exposed organs no context - fu,POL-SHOCK,Shocking Content,RED,HIGH,"The content describes a close-up video of an extreme surgical procedure with exposed organs and explicitly states 'no context,' which falls under highly shocking, gruesome, and gory presentations without context."
CNT-0365,Extended cut: Tutorial on how to grow marijuana plants at home - full version,POL-DRUG,Recreational Drugs,RED,HIGH,"The content is a tutorial providing instructions on how to grow marijuana plants, which directly falls under 'Instructions on buying making selling drugs' and 'Cannabis farming tips' in the RED tier."
CNT-0281,Trending: Gameplay where player aggregates NPCs for mass killing compilation - f,POL-VIOL,Violence,YELLOW,HIGH,"The content explicitly describes a 'mass killing compilation' of NPCs in gameplay, which focuses on graphic game violence and severe, shocking acts within a virtual environment."
CNT-0300,Viewer requested: Rap music video titled 'That Sh*t Hits Different',POL-LANG,Inappropriate Language,YELLOW,HIGH,"The title of the rap music video, 'That Sh*t Hits Different', contains moderate profanity ('Sh*t') in the title, which falls under the YELLOW tier for music content."
CNT-0325,Trending: Public debate about immigration policy without hateful rhetoric #trend,NONE,No Policy Violation,GREEN,HIGH,"The content describes a public debate about immigration policy, explicitly stating it is 'without hateful rhetoric'. This indicates a respectful discussion of a controversial topic, which falls within the advertiser-friendly green tier for 'Controversial Issues' and does not violate any other policy."
CNT-0320,Part 2: Video focused entirely on publicly shaming a specific person,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content is entirely focused on publicly shaming a specific person, which constitutes a malicious personal attack and harassment."
CNT-0320,Part 2: Video focused entirely on publicly shaming a specific person,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content's sole focus is on publicly shaming a specific person, directly matching the description of content that focuses on shaming or insulting an individual."
CNT-0141,Influencer promoting herbal cigarettes as a healthy alternative,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content features an influencer promoting herbal cigarettes, which are explicitly listed as a tobacco-related product in the YELLOW tier of the Tobacco-Related Content policy."
CNT-0065,New upload: Review comparing different vaping juice flavors and nicotine levels,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a review of vaping products, which falls under the 'Tobacco product reviews' category, classified as YELLOW."
CNT-0065,New upload: Review comparing different vaping juice flavors and nicotine levels,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content involves reviewing vaping juice and nicotine levels, directly promoting tobacco-related products like vape pens and e-cigarettes, which is classified as YELLOW."
CNT-0034,Part 2: Romantic comedy scene with characters kissing passionately,POL-ADULT,Adult Content,GREEN,HIGH,"The content describes a 'romantic comedy scene with characters kissing passionately,' which aligns with the 'Romance or kissing' examples in the GREEN tier for Adult Content."
CNT-0076,Documentary with unbleeped racial slurs for educational impact,POL-HATE,Hateful & Derogatory Content,YELLOW,HIGH,"The content is a documentary using unobscured racial slurs for educational impact, which directly aligns with the YELLOW tier description for 'Unobscured racial slurs in educational context'."
CNT-0312,Viewer requested: Discussion video about proposed gun control legislation - view,POL-FIRE,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as a GREEN tier activity under the Firearms policy."
CNT-0312,Viewer requested: Discussion video about proposed gun control legislation - view,POL-CONTROV,Controversial Issues,GREEN,MEDIUM,"Gun control is a controversial issue, but the content is described as a 'discussion video.' Without further details suggesting graphic or inflammatory content, it aligns with non-graphic news or educational content in the GREEN tier, despite the 'viewer discretion advised' note."
CNT-0165,Self-defense tutorial demonstrating basic blocking techniques | unedited,NONE,None,GREEN,HIGH,"The content describes a self-defense tutorial demonstrating basic blocking techniques, which is educational and does not violate any of the advertiser-friendly policies."
CNT-0042,New upload: Dance video with deliberate camera zoom on sexual body parts - viewe,POL-ADULT,Adult Content,RED,HIGH,"The content explicitly describes a 'deliberate camera zoom on sexual body parts,' which directly aligns with the RED tier for exposed or minimally covered sexual body parts and sexually arousing content."
CNT-0461,Viewer requested: Ice bucket challenge video with friends laughing,POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"The ice bucket challenge is a widely recognized and generally low-risk activity, especially when performed with friends laughing, indicating a lighthearted and non-harmful context. It does not promote dangerous acts or cause significant physical harm or distress."
CNT-0038,Full video: Woman breastfeeding her infant in a parenting vlog (2024),POL-ADULT,Adult Content,GREEN,HIGH,"The content describes a woman breastfeeding her infant in a parenting vlog, which is explicitly listed as 'GREEN (Ads eligible)' under the Adult Content policy when the child is present."
